UNTITLED,,,
Listen and choose the correct answer.,,,
,What does,make a change in his life,0

Complete the sentence.,,,
,"the most important, so I can work on the first",challenges,

Choose the correct answer.,,,
,What do people usually see as an achievement?,winning a competition,

Complete the conversation.,,,
,B: Sure. | love sorting stuff. It doesn't feel like a,job*chore,

UNTITTLED,,,
,Marc: | finally finished writing my report. It was pretty difficult,a challenge and an achievement,

UNTITTLED,,,
,and | didn't have many friends. But,didn't use to*as*many*as,

Listen and complete the sentences.,,,
,going to talk,science fiction*animals* books and blogs*science and medicine,

UNTITTLED,,,
,It's quite soothing. It's got the sound,older*scary,

UNTITTLED,,,
,Brittany: Now | like to read.,didn't like,

UNTITTLED,,,
,Evelyn: | didn't use to like musicals because,thought,

UNTITTLED,,,
,what was Maya afraid of when she was younger,carwashes,

UNTITTLED,,,
,What didn't Brittany use to like to do?,read,

UNTITTLED,,,
,gives reasons why they didn't like something in the past?,Evelyn*Maya,

UNTITTLED,,,
,We often use That would be (or That'd be) and an adjective,wonderful,

UNTITTLED,,,
,A: Lenny got another speeding ticket. His parents are thinking,,


Complete the conversation.,,,
,B: Wow! Are you kidding? Really? That would be,amazing,

Test your memory! Complete the expressions.,,,
,ear).,long*since*been*on*as*Not*excellent,


UNTITTLED,,,
,what the general topic is and who is talking. You don't need to,She's a time management expert.,

UNTITTLED,,,
,Which two small activities does Naomi talk about?,opening and answering emails*paying bills online,

Guess meaning from context: Listen to the first,,,
,,a smart,0

UNTITTLED,,,
,What do you think a technique is?,a way of doing something,0

UNTITTLED,,,
,.,things she needs to do,0

Tap Show to read a blog post. Then choose,,,
,Matthew has written a blog post responding to the time,Yes,


UNTITTLED,,,
,"has problems with homework, but not",True*False*True*True*Not given,


Writing skill: Read about time expressions.,,,
,tthew uses,right away*up to now*in the past*from now on,


Review the time expressions. Complete,,,
,"With the present perfect and present perfect continuous,",up*so*before*on*immediately,


Read the example sentence and choose the correct answer,,,
,What does the expression in bold mean?,immediately,


UNTITTLED,,,
,I'm going to do the chores after work,From now on,


UNTITTLED,,,
,,up to now,

Complete the sentence.,,,
,you had some good opportunities.,Inthe past,


Vocabulary review: Can you remember? Choose,,,
,xperiences.,opportunity*challenge*achievement*change*process,

Vocabulary review: Listen and complete the,,,
,ng progress,not very good at*happy,


UNTITTLED,,,
,because | wasn't able to run very fast or far. I've just been,taking*concentrating on*making*wasted*doing my best,


Read a person's to-do list. Then complete the,,,
,make an appointment with my dentist,chores,


Complete the paragraph.,,,
,.,challenge*chore*success,


UNTITTLED,,,
,"B: Uh, at 12 o'clock. Why, what time is it now?",getting nowhere*a chance*have*save time,


UNTITTLED,,,
,designed and built a new park for a neighborhood in my city.,project*change*achievement,

Tap Show to read some advice from a,,,
,What is the teacher describing?,the process involved in writing an essay,

Complete the paragraph.,,,
,"I've been trying to learn Spanish for two years now, and I'm",getting nowhere*having problems with*making good progress*wasting*time,

UNTITTLED,,,
,"about food and movies together. Also, you",concentrate*spend*chance*best,

UNTITTLED,,,
,"To talk about an unfinished activity that started in the past, use",perfect continuous*perfect,

Choose all the sentences that use the present,,,
,,"June has run a couple*marathons, but she has no plans to do more.*I'm so glad you're home. I've missed you",

Read the example sentence. Then put the,,,
,"""I've been making good progress with this project.""",subject*have*been*verb*plus*-ing,


Complete the conversation.,,,
,Write an affirmative short answer.,"Yes, I have.",

Put the words in the correct order. There are two,,,
,,I*have*been*studying*a*lot*lately.,


Complete the sentence.,,,
,ant five times,eaten,

Complete the sentences.,,,
,been going to soccer practice this,your brother*They*hasn't,


Put the words in the correct order to make a,,,
,we workng,We have been working really hard and making good progress.,

Complete the sentence.,,,
,"is week, but I",had*heard,


UNTITTLED,,,
,He uses the present perfect continuous to talk about...,jobs he did in the past*something he's learning about now,


Choose the correct heading for each group of,,,
,Let's review the functional language from Lesson 3.,Asking about someone's news*Answering*Saying how long it's been,


Listen. Then choose the correct answer.,,,
,our job?,I know! I haven't seen you for months!,

Put the words in the correct order. There are two,,,
,,What*have*you*been*up*to?,

Complete the sentence.,,,
,n't remember all,doing*best,

Complete the sentence. There are two extra words.,,,
,working out,spend*time,

Choose the correct answer.,,,
,"Which phrase means ""to spend too much time doing something",waste time,

Complete the sentence.,,,
,You can tap Show to see the vocabulary from this lesson again.,progress,

Complete the conversation.,,,
,You can tap Show to see the vocabulary from this lesson again.,spent*time,

Listen and complete the sentence.,,,
,Josh has been having,problems,0

Complete the sentence.,,,
,developing your skills. Im sure you'll be a great photographer,do*best,

UNTITTLED,,,
,working on his school projects in the evenings. He won't do well,wastes time,

Complete the conversation. There are two extra,,,
,A: I'm late for work! And I can't find the report I wrote. What,it*easy*save*time,


Complete the sentences. Use the words below.,,,
,were three,progress*getting*nowhere*do*best,

Complete the sentences. Use the words below.,,,
,work that she didn't have a,chance,


Read the sentence. Then choose the correct answer.,,,
,"""l haven't had time to do that.""",| haven't had a chance to do that,

Listen to the question. Choose all the correct,,,
,,"Unfortunately, I couldn't upload it because I had trouble with my Wi-Fi.*I really hope so because I spent a lot of time on it. I think so, but I haven't had a chance to check yet.",

Read the examples. Then complete the sentence.,,,
,"""We love spending _ outdoors.""",time,

Listen to the woman's problem. Choose the correct,,,
,You should concentrate on looking for a job,You could spend time organizing your ideas into paragraphs,0


Tap Show to read about how Joey and,,,
,something.,Cristina*Joey,

Choose the correct options.,,,
,"At the beginning of the lesson, you read Monroe's social",unfinished*unfinished*result*result*unfinished,

Listen and choose the correct answer.,,,
,.,Layla has been working in a restaurant recently.,0

UNTITTLED,,,
,"You look tired, but it's only 4 o'clock! What",have you been doing,

Complete the sentence.,,,
,"Spanish for years, and I'm taking",have been studying,

UNTITTLED,,,
,.,has*run,

Complete the sentence.,,,
,a lot of,I've made,

Complete the conversation. There are two extra,,,
,can't find my apartment keys. I'm sure they're here,have*you*lost,

Listen and complete the response.,,,
,three hours!,slept*been taking care of,

Complete the sentences.,,,
,Have you decided which colleges to apply to?,ve been thinking*haven't applied,

Complete the conversation.,,,
,Use the present perfect and the present perfect continuous and,Have*been looking*'ve seen,


Read the example sentence and choose the correct,,,
,"""Raj has been trying to call Katie for an hour, but the line is","Yes, he is.",

Read the example sentences and choose the correct,,,
,"""Mel has found a new apartment in the city center. She's been",Mel has an apartment now.,

UNTITTLED,,,
,"Martha: Hi, Sean. It's great to see you! It's been a long time.",been doing*'ve decided*'ve been spending,

Choose the correct answer.,,,
,The speaker is preparing for a trip she is taking tomorrow.,I've been booking a trip to Greece,

UNTITTLED,,,
,.,Daniel has gone to the supermarket three times this week.*|ve been taking some cooking classes for a few months,

Complete the conversation. Use the correct form of,,,
,Tim recently?,Have*heard*havebeentraveling*havenotarrived,


Complete the conversation.,,,
,Use the verbs in parentheses in the present perfect or present,have you been waiting*'ve had,

UNTITTLED,,,
,What is the main topic of the video?,serious hobbies that you can do,

UNTITTLED,,,
,you must communicate,dog paddleboarding*Salsa dancing*dog paddleboarding*Salsa dancing*salsa dancing*Race car driving,

UNTITTLED,,,
,"We hear about surfing, driving a fast car, and dancing in a",Some people take these activities more seriously.,02:40

UNTITTLED,,,
,They combine a love of,instructors*animals*in a different way*with their owners,

UNTITTLED,,,
,Race car driving is a common hobby.,False*True*Not Given*False,

UNTITTLED,,,
,Where you can salsa dance,3*2*4*1,02:40

UNTITTLED,,,
,He's been doing this hobby for,knitting*three years,0

UNTITTLED,,,
,.,"while he watches TV, while he's on the bus*annoyed, calm* himself, his friends*scarves, hats",0

Choose the correct responses.,,,
,A: Wow! It's been a long time.,B: Yeah. What have you been*B: Not much.*B: He's really busy.,

UNTITTLED,,,
,"A: Hi, Cathy. I haven't seen you for weeks.",3*1*5*4*2,

Listen and choose the correct answer.,,,
,.,to answer questions about your news,0

Listen and complete the conversation.,,,
,.,seen you since*been a long time*upto*same as usual*going on with*Not much,0

Read the situations. Then complete the sentences,,,
,years old.,It's been*have you been*haven't seen you*What have you*not much*I've been busy,


Choose the best response.,,,
,A: What's been going on with your business?,We've been really busy — it's great.,


Put the words in the correct order to make a,,,
,.,What's*been*going*on*with*you?,

Listen to the question and choose the correct,,,
,Which is the,Notmuch. They're all fine.,0

UNTITTLED,,,
,How does Juliet respond to Rosa's suggestion,meeting for lunch on Friday*She thinks it's a good idea.,

ABIMAEL_FIN_ARCHIVO1,,,

UNIDENTIFIED,,,
,accidents.In ,blame*damage*spill*shake*huge*miserable*boiling*magnificent*tiny,


Listen and complete the sentences.,,,
,ke,destroyed*feels bad about,0


Listen again and complete the sentences.,,,
,by the front,knocked*off*slipped* tiny my shoulder*mad,


Complete the sentences.,,,
,You just ran the best race you've ever run. You feel,thrilled*terrific,


Complete the sentences.,,,
,outside. Don't on the ice.,freezing*slip,


Complete the sentences.,,,
,"When I was a kid, I was always ",thrilled*starving*magnificent*enormous,


Complete the sentences.,,,
,to ask me to,picked up*huge to the front*exhausted,




Complete the sentences. There are two extra,,,
,should check,left*open*leave*on,


UNTITTLED,,,
,You're really not having a great morning. Your best friend is,mad*spilled*damaged Jesk are wet.*fell*open*miserable,


UNTITTLED,,,
,How many indefinite pronouns do you hear?,two*four,0


Complete the sentences.,,,
, give it back to me this morning.,told*said,


UNTITTLED,,,
,Use indefinite pronouns beginning with some- in,negative*affirmative*affirmative and negative*affirmative,


UNTITTLED,,,
,Which sentences use reported speech correctly?,Marion told me that she liked my jacket*Marion told me she liked my jacket*Marion said that she liked my jacket.,


UNTITTLED,,,
,Belinda: I can eat this whole pizza myself.,could*would*thought*was going to,


Complete the sentences. There are two extra,,,
,Manny: I checked my banking app when I woke up,Everything*nobody*someone answered*anything,


Tap Show to read Manny's story again.,,,
,ong with your,can*is not / isn't/*is,


Read what Manny said. Then complete the,,,
,"Manny: My wife told me customer service could probably help,",someone*anyone*everyone,


There is a mistake in the conversation. Write the,,,
,What is the correct word to replace the wrong one?,anything,


UNTITTLED,,,
,Which expressions can you use to describe your fe,"| couldn't stop smiling.*Actually, | was shocked.*It was a fantastic experience.",


UNTITTLED,,,
,Why does Adam say,It wasn't a great experience.*There wasn't a vegetarian option on the menu.*He ate two desserts.,


UNTITTLED,,,
,correct,"Adam:It wasn't a great experience.What a nightmare!Actually, I was shocked.In the end…*Bree: I bet that made you feel angry. You must have been annoyed.",


Put the words in the correct order to make a,,,
,,I bet that made you feel happy ,


"Read the example sentence, and then choose all the",,,
,"It was an excellent experience.""",fantastic*great*terrific,


UNTITTLED,,,
,Listen and choose the correct response.,"Oh, no. You must have been furious.",0


UNTITTLED,,,
,"When I found out I was going to graduate on time, I couldn't",After all,


Complete the conversation. ,,,
,ingredients for,what*nightmare*after*all*that*feel*actually*annoyed,


UNTITTLED,,,
,What life lessons might they want to tell us?,over 80*Focus on friendships and don't worry so much.,0


UNTITTLED,,,
,What,There's a lot we can learn from older people's experiences.*The most important life lessons are simple and obvious.,



Listen for definitions: Listen and choose the correct,,,
,speaker define,people you ca call whenever you need them ,0


UNTITTLED,,,
,Which pairs of words have similar meanings?,simple and obvious*learned and discovered,



Put the words in the correct order to make a,,,
,"It's important to listen to older people, since their advice can",We should ask older people for advice because they have many valuable life lessons.,


UNTITTLED,,,
,people talking,yoga*soccer*photography*painting*learning a new language*cooking,


UNTITTLED,,,
,,ballet,12


UNTITTLED,,,
,Why did Christina feel uncomfortable in the beginning?,because it was something new for her,24


UNTITTLED,,,
,What made Christina feel more comfortable?,practicing for some time,24


UNTITTLED,,,
,What language did Karen star to learn,Spanish,13


UNTITTLED,,,
,How did Karen feel about learning ASL in the beginning?,She felt it was easy.*She enjoyed it.,20


UNTITTLED,,,
,Why did learning,because there are a lot of hand movements to learn because you have to use all the hand movements together,20


UNTITTLED,,,
,"learning a new activity, and",tried*for me,


UNTITTLED,,,
,learned ASL. American Sign Language.,Recently,

UNTITTLED,,,
,what Marta,"She said she didn't want to move away from San Francisco, but she would if she got the job.",


UNTITTLED,,,
,Write the correct forms of the verbs.,was*were*would*could*had done,


Complete the sentence. Change the direct speech to,,,
,in college,would make,


Put the words in the correct order. There are two,,,
,ow,Alice said that she had an exam tomorrow.,


Complete the sentences. Change the direct speech,,,
,We can't have a break.,couldn't*were going to*would be,


Choose the correct answer.,,,
,"Lulu told me she was going to travel to Jamaica in December.""",Lulu: I'm going to travel to Jamaica in December.,

UNTITTLED,,,
,climbing. She said she,told*was*was,


UNTITTLED,,,
,"My instructor said we would be at a depth of 45 feet, so we","Instructor: We will be at a depth of 45 feet, so we can't swim to the surface quickly.",


UNTITTLED,,,
,Mike: We can call Jodo.,Anna said she was calling.*Mike said they could call,


UNTITTLED,,,
,She said she could pick Nick up.,She said she hadn't forgotten about their dinner plans.*She said she would book a table at 7:30.*She said that her car was at the mechanic's.*She said Cathy was going to try to join them.,


UNTITTLED,,,
,David said that It was going to be treezing,David said that it was going to be freezing on the hike.*David said he could help us if we were having trouble.,


Listen and complete the sentence.,,,
,he would need.,everything,0


Complete the sentences.,,,
,Use the correct indefinite pronouns.,everyone*no one,


Listen and complete the sentences from the video,,,
,to take,told*that*had,0


UNTITTLED,,,
,You can tap Show to read the grammar rules,Told*made*said*was,


UNTITTLED,,,
,to ask a friend for a favor ,to set reminders on his phone ,0



UNTITTLED,,,
,Where does the Nathan's friend live?,water his plants* between Nathan's house and work*when his friend called him,0


UNTITTLED,,,
,"using them. First, let's check what you remember",Asking about or guessing others' feelings l*Describing your feelings,


UNTITTLED,,,
,Jack: Really? You must have been annoyed.,Adam*Jack,


UNTITTLED,,,
,A: My car broke down on Highway 61. | spent the whole night,B: You must have been furious.*B: You must have been thrilled.*B: What a nightmare!,


UNTITTLED,,,
,What happened?,She said it was a horrible experience.*He listens to her and guesses how she feels.*No,


UNTITTLED,,,
,I was furious. It was my turn to walk.,must*Actually*feel*horrible*a nightmare,


Chosse the correct numbers to put the conversation,,,
,.,4*1*3*2,


Listen and choose the best response.,,,
,.,Wow. How did that make you feel?,0


Listen and choose the best response.,,,
,.,what a nightmare ,0


Put the words in the correct order.,,,
,great college,You must have been thrilled,


Complete the expressions,,,
,Well done! You've finished practicing the functional language,horrible*furious*bet*shocked,


UNTITTLED,,,
,.,Jimmy's coworker didn't have her laptop.*He was mad,0


Listen again. Choose the correct answer. You,,,
,.,He found out his coworker's child was sick.,0


UNTITTLED,,,
,"Jimmy: Yeah, we started a little late, but in the end, our boss",in the end,


Listen and complete the conversation. Use three,,,
,"B: Oh, no! How did that make you feel?",after all that,0


Test your memory! Can you complete the,,,
,ence,it*couldn't*What*made*How*have been*that*In,


UNTITTLED,,,
,.,"People make mistakes.Sometimes they learn from them, and sometimes they make the same mistake again.",0


UNTITTLED,,,
,Tasha gives two examples to support her main idea,True*false*true,0


Listen for definitions: Match the words to,,,
,.,constantly*temporarily*a creature of habit*the best intentions,0


UNTITTLED,,,
,? h statements are true?,Gavin didn't start his hhmework at the right time.*His teacher was pleased with his work.*It took Gavin a long time to learn a different way of doing things.,


UNTITTLED,,,
,expression does he use to talk about his,When I was ten…*...until the day before…*At first they...,


UNTITTLED,,,
,he say to make us realize that he has a different,...but then they…*I think now...,


Writing skills: Tap Show to read the,,,
,similar,learned*wait*until the last minute*magnificent*talk,


Put the words in the correct order to make a,,,
,This taught me that I could wait until the last minute and still,learned that | could delay until day before the day before and still do a terrific job.,


UNTITTLED,,,
,"week, the 8:35 bus was canceled",and*because*and*when*so,


Choose all the correct answers.,,,
,"In this part of the lesson, you learned about using expressions",to make your writing more interesting*to avoid repeating words,


UNTITTLED,,,
,"love to make cakes, but something always goes",baking*another time*didn't remember*are that great*nice,


Complete the sentence. Choose a word with similar,,,
,be a bad idea,consider,


Complete the second sentence to make it similar to,,,
,.,deal,


UNTITTLED,,,
,easons,true*false*true*true,


UNTITTLED,,,
,How do you know,He writes in an informal style.*He uses longer sentences with conjunctions.,


Tap Show to read Pavel's anecdote again.,,,
,What words does use to avoid repetition,miserable*angry*discover,


Tap Show to read an example anecdote,,,
,What life lesson did Pavel learn?,talk to people about your feelings,


Prepare to write: Think about language. Complete,,,
,"when you write your anecdote, you should try to use some of",mad at*told*miserable*something*destroyed,


Complete the conversation. There are two extra,,,
,George: We won't be able to drive this car now. It's broken,nothing*anything,


Listen and complete the sentence.,,,
,the car,nowhere,0


Complete the conversation. There are two extra,,,
,Valerie: I heard,something*anything,


UNTITTLED,,,
,Elise: This isn't my phone. ls this yours or your brother's?,No one,




Complete the conversation. There are two extra,,,
,his weekend,somewhere,



Complete the sentences.,,,
,.,anyone*everywhere,


Complete the conversation. There are two extra,,,
,off the table,someone*everywhere*somewhere,


UNTITTLED,,,
,.,Rob doesn't know anyone in his class yet.*He doesn't know anything about the Spanish language*He knows nothing about the Spanish language.*He'd like to know everything about Spain and its culture.,






Choose all the correct answers.,,,
,Which sentences use indefinite pronouns correctly?,Did you see anyone when you went to the mall?*Everything on this menu sounds delicious!,


UNTITTLED,,,
,"To fix this, use the pronoun",anyone*anything*everywhere,


UNTITTLED,,,
,before you go,anything*something*nothing,


Choose the correct response,,,
,"A: Excuse me, sir. | need to ask you a few questions. Were you","B: I saw someone drive a car into something, but I'm not sure what.",


UNTITTLED,,,
,.,everything*anything*everyone*anyone,


UNTITTLED,,,
,A: It sounded like a cat or a bird. Or maybe a duck?,anything*nothing*Nobody*Everyone*anywhere,


UNTITTLED,,,
,"Remember, make sentences with opposite meanings.",everybody*something,


UNTITTLED,,,
,Why isn't there anything to eat in this house?,the same meaning*different meanings,


UNTITTLED,,,
,.,boiling*freezing*enormous*tiny*starving*exhausted,


Complete the conversation.,,,
,in the ocean,boiling,


Listen and complete the sentence.,,,
,.,exhausted,0


Choose the correct answer.,,,
,What is the opposite of boiling or very hot,freezing,


Complete the conversation.,,,
,Why did you buy something,huge,


Complete the sentence.,,,
,.,magnificent,


Choose all the correct answers.,,,
,Which of these words mean extremely big?,huge*enormous,


Complete the sentence.,,,
,hours,miserable,


Listen and complete the response.,,,
,James: But I,starving,0


Choose the correct answer.,,,
,Which word means the same as great and enjoyable?,terrific,


Complete the sentence.,,,
,"of all dogs, even small ones",terrified,


Complete the sentence.,,,
,France on a,thrilled,


Complete the sentence.,,,
,"bigger. It will be nice to have our own place, though",tiny,


UNTITTLED,,,
,gories,boiling*freezing*tiny*huge*enormous*terrified*thrilled*miserable,


Complete the sentence.,,,
,very hard day,exhausted,

Complete the message.,,,
,.,agnificent*terrified*exhausted,

Complete the sentence.,,,
,"you need help, you can tap Show to see the vocabulary from",freezing,

Match the sentences with similar meanings. There,,,
,I'm really hungry.,I'm starving*I'm miserable.*I'm thrilled.,

,,3 I'm thrilled.,

Listen to a conversation. Complete the summary.,,,
,able all night.,magnificent*tiny*freezing*exhausted,


Complete the sentence.,,,
,.,terrific,

"Read about Marcello, then choose the correct",,,
,just have to tell you what happened to me this week.,thrilled,

Complete the sentences,,,
,Something that can make a person feel,getting a raise at work*seeing a spider*working long hours,

UNTITTLED,,,
,Listen to Daniela. Which is she answering?,When did you last feel thrilled by something?,

UNTITTLED,,,
,sentences use reported speech?,Carl said he was starving.*Louisa told me she had called the fire department*They said that it would be verydifficult.,

Complete the sentence. Change the direct speech,,,
,business in Chicago.,studied,

Complete the sentence. Change the direct speech to,,,
,.,could help,

UNTITTLED,,,
,Drew said that he,was listemimg,

Complete the sentence. Change the direct speech,,,
,,would go,


UNTITTLED,,,
,.,would take*were*felt,


Listen to a conversation. Then choose the correct,,,
,"in Thailand.""",was working,


Complete the sentences.,,,
,me that my friend Alba called.,told*said,


Complete the reported speech. There are two extra,played*was playing*could play,,
,on the,played*was playing*could play,

FIN_ABIMAEL_ARCHIVO2,,,

Look at the photo and choose the correct answer.,,,
,What type of music concert is this?,country,

"Listen, and then choose the correct answer.",,,
,What kind of music are they talking about?,EDM,20
,What type of music do you hear?,hip-hop,16
,style of music is the radio presenter describing?,pop,20
,What do the letters EDM mean?,Electronic Dance Music,0
,ive go to?,many,0
,Which is the best ,"Yes, I used to spend all my time downloading and listening to music.",0
,-,Did you live on Bedford Street a,0
,watch?,comedy,0
,What's he talking,a thriller,0
,genre is she,romantic comedy,0









Complete the word.,,,
,about,documentary,


Complete the conversation.,,,
,Vincent: What can I give Jun for his birthday?,folk,
,rt this weekend?,didn't use to like,
,Did you have nice time in Ireland?,folk,
,oved to this city?,use to live,
,?Did you go to,use to do,
,Are you OK? You sound really frightened!,horror,

Complete the conversation. There are two extra words.,,,
,listen to that? It's so loud! Turn it down!,metal,
,afford them,use*to*have,
,lay in a rock,did*use*didn’t,
,hat are you watching? These people can't act!,reality*show,
,I still don't know how she managed to find,soap*opera,



Look at the photo and complete the sentence.,,,
,I have two tickets to,a jazz,



"Which three types of music have people played for many years, and which",,,
,check all of them,,

Read the information and complete the sentence,,,
,the audience are excited to hear Beethoven's music.,classical,

Listen and choose the true sentence.,,,
,no hay,He is enjoying listening to the heavy metal album,0

Complete the sentence.,,,
,"was a kid, but",used,
,This folk band used to,be,
,ry school? Or,you use to have,
,"en I was a kid,",use*like,
,episode and I enjoyed it a lot. The people feel very real.,drama,
,knows a lot about geography history and politics,game show,
,movies alone at night. I'm always,horror,
,music concert in the park this evening.,classical,
,and politics. I think he,game show,
,always ends with two people falling in love or getting married.,romantic comedies,
,"are not as frightening as horror movies, but",Thrillers,
,the characters are doing every week.,soap opera,

Complete the words for TV shows and movies.,,,
,to continue to practice,romantic*soap*fiction*show*animated,



Complete the sentence. There are two extra words.,,,
,spend our,didn’t*use*to,
,"stead, you see",animated*movies,



Read the questions. Tap Show to see some answers. Choose the correct answer for each,,,
,,AnswerD*Answer A*Answer C*Answer B,

Choose the correct answer.,,,
,hat type of TV or radio program gives facts and information,a documentary,
,In which TV program or movie can you hear a lot of songs?,in a musical,
,hat type of TV or radio program gives facts and information,a documentary,
,In which TV program or movie can you hear a lot of songs?,in a musical,
,hich type of movie happens in the future and often includes,a science fiction movie,
,"hich sentence is about a movie, not a TV show?",That new romantic comedy is,



Choose the correct answers.,,,
,Which kinds of programs don't usually have professional actors?,talk show*quiz show*reality show,



Check your understanding: Choose the correct type of music for each definition.,,,
Complete the sentence with one of the words below.,,,
,He likes singing along.,musicals,


Tap Show to read some text messages. Complete the sentences.,,,
,Read the messages Robert and Megan sent to each other after,to become a lawyer*to act in movies,

Read the sentence. Then choose the correct answer.,,,
,My sister watches a drama about doctors in a big,My sister watches a TV series with actors who play doctors.,

Read the examples and complete the sentences.,,,
,Daniela likes animated movies. She doesn't like thrillers a,nimated movies*likes,





UNTITTLED,,,
,this type of music started to be popular in the United States in 1940s. ,country,
,People often dance to classical music in dance,False*True*True*False,
,"always had an electric guitar, electric bass, drums and one or",rock,
,their rooms with posters,to decorate,
,Put the words in the correct order to form a,Which company did you use to,
,Read the questions. Tap Show to see some answers. Choose the correct answer for each,AnswerD*Answer A*Answer C*Answer B,
,because you have to remember and put together all those hand,At first*difficult,







UNIDENTIFIED,,,
,in the,use to*do / watch*use to*used to*see*used to*didn't use to*watch*didn't use to,
,hich word can you use to complete all three vocabulary,show,
,.,What activity are you going to try?*Why are you interested in trying it?*How did you find out about it? What effect will it have on your life?*When are you going to try it?,0
,ants to have their own TV show.,Jeff*Robert*Jeff*Sara*Sara*Robert,
,Robert helped rebuild homes after a couple,two*hurricanes*Robert*Jeff*Megan,
,Jeff is watching a business show,False*True*Not Given*True*Not Given,
,ow often did Carolina and Eduardo talk?,the south*California*every week,
,"What does Robert mean when he says ""Carolina probably",She knew about his problems,
,Carolina says that Sara is making cool things.,4*1*3*5*2,
,who Megan is?,Robert*Carolina*Jeff,
,"When do you use the phrase ""to tell you the tr",when you give someone information that you don't already know*to give the summary of a situation,
,"When did do we use the phrase ""don't expect too much""?",when you want to tell someone,
,Where is Megan living now?,since she was a child*New Orleans*New York,
,had some big acting parts since she graduated.,True*False*False*True*True*,
,the lesson,game show*animated movie*documentary*musical*soap opera*science fiction*horror,
,.,Your ticket was more expensive than mine. My ticket was cheaper than your ticket.*Our seats were the same — they ere both good. There was no difference,

Read the example sentence and choose the correct answer.,,,

FIN_DAMIAN_ARCHIVO1Y2_FALTANTES,,,
